race_id,race_round,race_title,race_course,weather,ground_status,time,date,where_racecourse,total_horse_number,frame_number_first,horse_number_first,frame_number_second,horse_number_second,frame_number_third,horse_number_third,tansyo,hukusyo_first,hukusyo_second,hukusyo_third,wakuren,umaren,wide_1_2,wide_1_3,wide_2_3,umatan,renhuku3,rentan3
201906030411,11 R,船橋ステークス ,芝右 外1200m,天候 : 晴,芝 : 良,15:30,2019年3月31日,3回中山4日目,14,3,4,2,2,7,11,360,190,"1,290",270,"9,380","12,200","3,510",530,"7,040","18,360","27,760","144,230"
201906030412,12 R,4歳以上1000万下,ダ右1200m,天候 : 晴,ダート : 良,16:10,2019年3月31日,3回中山4日目,16,2,3,6,12,7,14,"1,130",330,710,180,"3,900","12,890","3,690",850,"1,250","22,820","12,370","110,730"
201909020401,1 R,3歳未勝利,ダ右1800m,天候 : 晴,ダート : 稍重,10:05,2019年3月31日,2回阪神4日目,16,3,5,6,11,2,4,"1,000",230,130,230,670,940,350,850,400,"2,560","1,900","13,140"
201909020402,2 R,3歳未勝利,ダ右1400m,天候 : 晴,ダート : 稍重,10:35,2019年3月31日,2回阪神4日目,16,8,16,1,1,7,13,"18,860","5,180",260,540,"4,650","126,250","36,150","54,840","1,590","237,590","414,290","4,477,160"
201909020403,3 R,3歳未勝利,ダ右1800m,天候 : 晴,ダート : 稍重,11:05,2019年3月31日,2回阪神4日目,15,5,9,4,6,3,5,130,110,390,270,"1,330","1,440",610,430,"2,810","1,680","5,070","13,200"
201909020404,4 R,3歳未勝利,芝右 外1600m,天候 : 晴,芝 : 稍重,11:35,2019年3月31日,2回阪神4日目,18,5,10,6,12,7,14,"1,210",320,140,150,"1,820","2,890",960,"1,240",280,"6,950","3,280","25,270"
201909020405,5 R,3歳500万下,ダ右1200m,天候 : 曇,ダート : 稍重,12:25,2019年3月31日,2回阪神4日目,16,6,12,7,13,1,1,180,110,130,220,370,390,210,400,830,560,"1,290","3,100"
201909020406,6 R,4歳以上500万下,ダ右2000m,天候 : 曇,ダート : 稍重,12:55,2019年3月31日,2回阪神4日目,13,4,5,7,11,1,1,"1,350",330,160,440,"1,130","2,620",860,"2,460","1,030","5,670","12,000","71,200"
201909020407,7 R,4歳以上500万下,芝右1200m,天候 : 曇,芝 : 良,13:25,2019年3月31日,2回阪神4日目,16,5,9,3,6,3,5,980,350,180,"2,730","3,240","3,720","1,210","16,800","11,410","7,010","142,380","673,970"
201909020408,8 R,4歳以上1000万下,ダ右1200m,天候 : 曇,ダート : 稍重,13:55,2019年3月31日,2回阪神4日目,16,8,16,8,15,5,9,"1,910",400,130,140,"2,590","2,810",820,"1,500",240,"6,500","3,270","36,390"
201909020409,9 R,明石特別 ,芝右2000m,天候 : 曇,芝 : 良,14:25,2019年3月31日,2回阪神4日目,11,8,11,2,2,1,1,620,200,210,170,630,"1,910",640,530,580,"3,630","3,050","20,940"
201909020410,10 R,御堂筋ステークス ,芝右 外2400m,天候 : 曇,芝 : 良,15:01,2019年3月31日,2回阪神4日目,9,4,4,1,1,5,5,280,120,130,140,530,510,210,290,310,880,800,"2,660"
201909020411,11 R,第63回大阪杯(G1),芝右2000m,天候 : 曇,芝 : 良,15:40,2019年3月31日,2回阪神4日目,14,3,3,4,6,2,2,"2,220",450,180,320,"1,750","3,680","1,090","2,880",880,"10,940","10,740","93,560"
201909020412,12 R,鳴門ステークス ,ダ右1400m,天候 : 曇,ダート : 稍重,16:25,2019年3月31日,2回阪神4日目,16,1,1,8,16,7,14,"1,360",290,130,380,"1,150","1,650",580,"2,930",670,"4,260","6,550","46,280"
201906030301,1 R,3歳未勝利,ダ右1200m,天候 : 曇,ダート : 良,10:10,2019年3月30日,3回中山3日目,16,3,6,2,4,1,2,350,130,180,310,640,970,470,850,"1,150","2,080","4,070","15,400"
201906030302,2 R,3歳未勝利,ダ右1800m,天候 : 曇,ダート : 良,10:40,2019年3月30日,3回中山3日目,16,1,1,3,5,2,4,"1,210",180,190,110,"2,100","4,420",930,260,340,"9,600","1,480","23,730"
201906030303,3 R,3歳未勝利,ダ右1200m,天候 : 曇,ダート : 良,11:10,2019年3月30日,3回中山3日目,16,1,1,5,10,8,15,210,110,420,150,840,"2,520",900,300,"1,060","3,500","2,640","14,110"
201906030304,4 R,3歳未勝利,ダ右1800m,天候 : 曇,ダート : 良,11:40,2019年3月30日,3回中山3日目,16,3,5,5,10,8,15,270,110,110,210,190,200,140,510,450,450,860,"2,890"
201906030305,5 R,3歳未勝利,芝右2000m,天候 : 曇,芝 : 良,12:30,2019年3月30日,3回中山3日目,15,1,1,8,14,4,6,250,120,210,190,400,"1,290",520,400,970,"2,020","2,720","10,640"
201906030306,6 R,3歳500万下,ダ右1200m,天候 : 曇,ダート : 良,13:00,2019年3月30日,3回中山3日目,16,4,8,2,4,3,6,350,150,220,180,"1,510","1,390",460,360,650,"2,200","1,890","9,670"
201906030307,7 R,4歳以上500万下,ダ右1800m,天候 : 曇,ダート : 良,13:30,2019年3月30日,3回中山3日目,13,2,2,5,6,3,3,490,170,140,250,840,840,320,700,570,"1,770","2,290","9,800"
201906030308,8 R,4歳以上500万下,ダ右1200m,天候 : 曇,ダート : 良,14:01,2019年3月30日,3回中山3日目,15,7,13,8,15,6,11,"5,100",950,170,240,"4,400","12,590","3,640","5,210",750,"36,490","25,200","227,730"
201906030309,9 R,山吹賞 ,芝右 外2200m,天候 : 曇,芝 : 良,14:35,2019年3月30日,3回中山3日目,8,3,3,4,4,2,2,640,200,150,260,"1,430",0,480,790,520,"2,960","2,660","16,300"
201906030310,10 R,千葉日報杯 ,芝右 外1200m,天候 : 曇,芝 : 良,15:10,2019年3月30日,3回中山3日目,9,6,6,4,4,3,3,250,110,150,120,860,920,330,160,330,"1,480",690,"3,620"
201906030311,11 R,第51回ダービー卿チャレンジ(G3),芝右 外1600m,天候 : 曇,芝 : 良,15:45,2019年3月30日,3回中山3日目,16,1,2,6,12,7,13,600,250,260,400,"1,390","2,350","1,140","2,040","1,830","4,550","13,120","59,280"
201906030312,12 R,4歳以上1000万下,ダ右1800m,天候 : 曇,ダート : 良,16:25,2019年3月30日,3回中山3日目,16,6,12,7,13,8,16,"1,810",410,530,110,"3,540","15,430","3,680",700,930,"29,060","8,420","104,690"
201909020301,1 R,3歳未勝利,ダ右1800m,天候 : 曇,ダート : 良,09:55,2019年3月30日,2回阪神3日目,13,4,4,4,5,8,12,300,110,130,130,800,730,250,250,280,"1,160",840,"3,240"
201909020302,2 R,3歳未勝利,ダ右1200m,天候 : 曇,ダート : 良,10:25,2019年3月30日,2回阪神3日目,16,8,16,4,8,8,15,130,100,540,120,"1,880","2,790",900,160,"1,810","3,350","2,570","11,520"
201909020303,3 R,3歳未勝利,芝右 外1800m,天候 : 雨,芝 : 良,10:55,2019年3月30日,2回阪神3日目,16,6,12,3,6,4,7,290,150,600,140,"3,710","5,680","1,700",300,"1,720","8,410","7,490","38,930"
201909020304,4 R,3歳未勝利,芝右2000m,天候 : 曇,芝 : 良,11:25,2019年3月30日,2回阪神3日目,15,7,12,5,9,8,14,420,170,170,540,440,"1,120",470,"2,180","1,630","2,510","8,750","35,540"
201909020305,5 R,3歳500万下,ダ右1800m,天候 : 曇,ダート : 良,12:15,2019年3月30日,2回阪神3日目,9,5,5,3,3,7,7,"1,150",240,170,410,"2,540","2,570",830,"2,250",940,"6,100","8,910","57,190"
201909020306,6 R,4歳以上500万下,芝右2000m,天候 : 曇,芝 : 良,12:45,2019年3月30日,2回阪神3日目,10,4,4,5,5,7,7,"3,570",790,190,"1,550","9,390","9,600","2,230","18,130","5,710","22,210","109,880","1,076,080"
201909020307,7 R,4歳以上500万下,ダ右1400m,天候 : 雨,ダート : 良,13:15,2019年3月30日,2回阪神3日目,16,3,6,1,2,6,11,"1,070",300,450,950,"3,970","4,890","1,280","4,560","4,570","8,820","51,570","298,760"
201909020308,8 R,三木ホースランドJS ,障芝3140m,天候 : 雨,芝 : 良,13:50,2019年3月30日,2回阪神3日目,14,2,2,3,3,6,9,"1,550",370,610,280,"3,160","9,150","2,640","1,940","1,540","20,150","22,680","145,040"
201909020309,9 R,アザレア賞 ,芝右 外2400m,天候 : 雨,芝 : 稍重,14:25,2019年3月30日,2回阪神3日目,9,2,2,4,4,8,8,890,250,170,150,"2,250","2,160",720,850,440,"4,820","3,500","24,720"
201909020310,10 R,ラジオ関西賞仲春特別 ,芝右1400m,天候 : 雨,芝 : 稍重,15:01,2019年3月30日,2回阪神3日目,10,4,4,8,10,8,9,580,180,170,140,720,"2,530",730,420,460,"4,610","2,570","18,440"
201909020311,11 R,コーラルステークス(L),ダ右1400m,天候 : 雨,ダート : 稍重,15:35,2019年3月30日,2回阪神3日目,16,5,9,2,3,8,15,490,150,140,190,690,710,320,610,490,"1,650","1,630","8,660"
201909020312,12 R,4歳以上1000万下,ダ右1800m,天候 : 雨,ダート : 稍重,16:10,2019年3月30日,2回阪神3日目,15,4,7,2,2,3,5,430,160,310,340,580,"2,560",760,840,"2,350","4,400","7,720","41,360"
201906030201,1 R,3歳未勝利,ダ右1200m,天候 : 晴,ダート : 良,09:55,2019年3月24日,3回中山2日目,16,3,5,7,13,4,8,770,270,800,370,"1,840","7,400","1,620","1,060","2,950","10,680","19,020","88,810"
201906030202,2 R,3歳未勝利,ダ右1800m,天候 : 晴,ダート : 良,10:25,2019年3月24日,3回中山2日目,16,5,10,7,14,1,1,190,110,160,270,580,600,280,540,"1,340",860,"2,450","6,450"
201906030203,3 R,3歳未勝利,ダ右1200m,天候 : 晴,ダート : 良,10:55,2019年3月24日,3回中山2日目,16,1,2,4,7,7,14,420,160,150,170,550,690,270,460,410,"1,120","1,240","5,270"
201906030204,4 R,3歳未勝利,芝右 外2200m,天候 : 晴,芝 : 良,11:25,2019年3月24日,3回中山2日目,15,5,8,8,15,7,13,530,190,390,230,"1,780","4,150","1,520",670,"1,640","5,560","8,260","38,530"
201906030205,5 R,3歳500万下,芝右 外1200m,天候 : 晴,芝 : 良,12:15,2019年3月24日,3回中山2日目,10,4,4,7,8,8,9,850,190,110,240,590,540,210,"1,300",390,"1,960","2,120","16,440"
201906030206,6 R,3歳500万下,芝右1800m,天候 : 晴,芝 : 良,12:45,2019年3月24日,3回中山2日目,11,8,11,6,6,4,4,700,190,180,170,550,"1,300",500,730,600,"3,370","2,800","17,650"
201906030207,7 R,4歳以上500万下,ダ右1200m,天候 : 晴,ダート : 良,13:15,2019年3月24日,3回中山2日目,16,7,13,2,3,8,16,630,250,970,450,"1,130","11,880","3,060","1,490","6,990","17,950","43,100","228,470"
201906030208,8 R,4歳以上500万下,ダ右1800m,天候 : 晴,ダート : 良,13:45,2019年3月24日,3回中山2日目,15,1,1,7,13,8,14,710,230,240,140,"6,120","6,640","1,820",810,710,"12,950","7,380","62,340"
201906030209,9 R,両国特別 ,芝右1800m,天候 : 晴,芝 : 良,14:15,2019年3月24日,3回中山2日目,11,6,6,5,5,3,3,210,110,140,210,440,560,250,440,740,820,"1,490","4,170"
201906030210,10 R,美浦ステークス ,芝右2000m,天候 : 晴,芝 : 良,14:50,2019年3月24日,3回中山2日目,10,5,5,8,9,7,7,530,150,140,190,690,"1,210",370,610,500,"2,440","2,470","12,130"
201906030211,11 R,第26回マーチステークス(G3),ダ右1800m,天候 : 晴,ダート : 良,15:30,2019年3月24日,3回中山2日目,16,5,10,6,12,6,11,"1,490",570,"1,070","1,210","5,760","24,990","6,220","7,410","11,050","41,900","212,750","1,240,620"
201906030212,12 R,4歳以上1000万下,ダ右1200m,天候 : 晴,ダート : 良,16:10,2019年3月24日,3回中山2日目,16,8,16,8,15,5,10,280,120,160,200,580,580,260,380,550,"1,100","1,260","4,480"
201907020601,1 R,3歳未勝利,ダ左1800m,天候 : 晴,ダート : 良,10:05,2019年3月24日,2回中京6日目,16,8,15,4,8,7,14,190,110,250,190,"1,030","1,020",430,350,"1,160","1,440","2,010","7,920"
201907020602,2 R,3歳未勝利,ダ左1400m,天候 : 晴,ダート : 良,10:35,2019年3月24日,2回中京6日目,16,5,9,2,3,6,12,"2,400",340,150,160,500,"3,450","1,150","1,490",280,"9,050","4,040","39,010"
201907020603,3 R,3歳未勝利,ダ左1800m,天候 : 晴,ダート : 良,11:05,2019年3月24日,2回中京6日目,16,2,3,8,16,5,10,280,130,290,150,"1,840","1,470",550,310,890,"2,340","1,940","9,610"
201907020604,4 R,3歳未勝利,芝左2000m,天候 : 晴,芝 : 良,11:35,2019年3月24日,2回中京6日目,16,8,16,6,11,3,6,770,130,110,110,"1,250","1,020",270,240,150,"2,660",340,"5,130"
201907020605,5 R,4歳以上500万下,芝左1400m,天候 : 晴,芝 : 良,12:25,2019年3月24日,2回中京6日目,17,3,6,4,8,4,7,490,200,230,650,"1,230","1,640",650,"1,860","1,920","2,660","8,420","37,980"
201907020606,6 R,4歳以上500万下,ダ左1900m,天候 : 晴,ダート : 良,12:55,2019年3月24日,2回中京6日目,11,3,3,1,1,8,10,190,120,"1,870",260,"9,260","10,960","3,190",460,"10,580","15,310","26,320","118,480"
201907020607,7 R,4歳以上500万下,芝左2000m,天候 : 晴,芝 : 良,13:25,2019年3月24日,2回中京6日目,16,1,1,2,4,3,6,"2,860",460,140,140,"4,000","3,790","1,370","1,530",200,"11,510","4,220","42,600"
201907020608,8 R,4歳以上500万下,ダ左1200m,天候 : 晴,ダート : 良,13:55,2019年3月24日,2回中京6日目,16,4,7,3,6,8,16,"1,040",290,170,230,"1,030","2,790",940,"1,710",680,"5,060","6,730","52,180"
201907020609,9 R,大寒桜賞 ,芝左2200m,天候 : 晴,芝 : 良,14:25,2019年3月24日,2回中京6日目,10,6,6,8,10,2,2,760,180,170,160,800,"1,980",620,680,490,"4,650","2,710","23,840"
201907020610,10 R,岡崎特別 ,芝左1200m,天候 : 晴,芝 : 良,15:01,2019年3月24日,2回中京6日目,13,5,6,2,2,4,5,260,130,140,330,320,350,190,860,840,700,"2,030","7,040"
201907020611,11 R,第49回高松宮記念(G1),芝左1200m,天候 : 晴,芝 : 良,15:40,2019年3月24日,2回中京6日目,18,2,3,2,4,4,7,780,320,"2,210","6,410","33,310","30,530","7,590","30,460","88,520","49,630","870,740","4,497,470"
201907020612,12 R,鈴鹿特別 ,ダ左1400m,天候 : 晴,ダート : 良,16:25,2019年3月24日,2回中京6日目,16,3,5,5,9,2,4,"6,080",960,140,800,"1,240","5,510","1,860","8,810","1,860","19,450","43,150","449,840"
201909020201,1 R,3歳未勝利,ダ右1200m,天候 : 晴,ダート : 良,09:50,2019年3月24日,2回阪神2日目,16,4,8,7,14,7,13,980,240,130,120,930,"2,290",630,560,210,"4,910","1,390","11,740"
201909020202,2 R,3歳未勝利,ダ右1400m,天候 : 晴,ダート : 良,10:15,2019年3月24日,2回阪神2日目,16,5,9,2,3,3,6,230,120,290,140,660,"1,640",510,190,950,"2,520","1,880","9,140"
201909020203,3 R,3歳未勝利,ダ右1800m,天候 : 曇,ダート : 良,10:45,2019年3月24日,2回阪神2日目,15,8,15,4,7,3,4,460,220,200,450,"2,010","2,620",870,"1,770","2,280","3,920","12,190","57,370"
201909020204,4 R,障害4歳以上未勝利,障芝 ダート2970m,天候 : 曇,芝 : 良  ダート : 良,11:15,2019年3月24日,2回阪神2日目,13,6,9,6,8,5,7,"1,170",240,160,140,"2,210","1,940",700,700,300,"4,990","1,750","12,760"
201909020205,5 R,3歳未勝利,芝右 外1800m,天候 : 曇,芝 : 良,12:05,2019年3月24日,2回阪神2日目,18,6,11,7,15,2,4,"6,970","1,940",170,560,"1,240","13,940","5,460","20,680","1,860","52,110","92,710","649,150"
201909020206,6 R,3歳未勝利,芝右 外2400m,天候 : 曇,芝 : 良,12:35,2019年3月24日,2回阪神2日目,10,3,3,8,9,7,7,180,110,400,200,"1,880","2,390",740,290,"1,580","2,870","3,870","14,670"
201909020207,7 R,3歳500万下,ダ右1400m,天候 : 曇,ダート : 良,13:05,2019年3月24日,2回阪神2日目,12,6,8,8,12,7,10,"3,790","1,210",300,230,"2,700","24,440","4,140","3,250","2,030","61,500","61,370","567,820"
201909020208,8 R,4歳以上500万下,ダ右1800m,天候 : 曇,ダート : 良,13:40,2019年3月24日,2回阪神2日目,11,8,11,5,5,4,4,250,110,110,150,230,270,150,370,410,480,700,"1,800"
201909020209,9 R,四国新聞杯 ,芝右2000m,天候 : 晴,芝 : 良,14:05,2019年3月24日,2回阪神2日目,8,5,5,3,3,8,8,"3,350",340,140,140,"4,250",0,"1,180",840,220,"12,270","3,050","31,760"
201909020210,10 R,淀屋橋ステークス ,芝右1200m,天候 : 晴,芝 : 良,14:40,2019年3月24日,2回阪神2日目,12,1,1,4,4,2,2,200,140,750,350,"4,250","3,660","1,240",750,"3,130","4,460","11,270","41,680"
201909020211,11 R,六甲ステークス(L),芝右 外1600m,天候 : 晴,芝 : 良,15:20,2019年3月24日,2回阪神2日目,17,6,11,5,9,1,2,"1,110",320,190,250,"1,900","2,270",890,"1,550",890,"5,100","7,300","45,350"
201909020212,12 R,4歳以上1000万下,ダ右1800m,天候 : 晴,ダート : 良,16:01,2019年3月24日,2回阪神2日目,13,8,12,4,5,7,10,"1,350",480,230,800,440,"4,480","1,340","8,630","2,960","8,410","55,850","281,530"
201906030101,1 R,3歳未勝利,ダ右1800m,天候 : 雨,ダート : 良,10:05,2019年3月23日,3回中山1日目,16,4,8,3,5,1,1,"2,020",460,230,410,830,"5,560","1,580","2,730","1,120","16,170","18,360","121,110"
201906030102,2 R,3歳未勝利,ダ右1200m,天候 : 曇,ダート : 良,10:35,2019年3月23日,3回中山1日目,16,8,16,6,12,5,9,390,200,280,850,"1,060","1,170",460,"1,230","2,250","2,310","8,830","33,650"
201906030103,3 R,3歳未勝利,ダ右1800m,天候 : 小雨,ダート : 良,11:05,2019年3月23日,3回中山1日目,16,2,3,1,2,6,12,690,150,110,440,470,490,240,"2,420",870,"1,500","4,510","28,290"
201906030104,4 R,3歳未勝利,芝右 外1600m,天候 : 小雨,芝 : 良,11:35,2019年3月23日,3回中山1日目,16,3,5,2,4,1,2,180,110,110,180,220,270,150,340,380,430,570,"1,650"
201906030105,5 R,3歳未勝利,芝右1800m,天候 : 小雨,芝 : 良,12:25,2019年3月23日,3回中山1日目,16,1,1,7,13,7,14,340,180,280,830,800,890,390,"1,210","2,400","1,540","6,610","21,550"
201906030106,6 R,3歳500万下,ダ右1800m,天候 : 小雨,ダート : 良,12:55,2019年3月23日,3回中山1日目,16,8,15,6,11,3,6,300,110,110,160,170,180,130,400,310,500,590,"2,370"
201906030107,7 R,4歳以上500万下,ダ右1200m,天候 : 小雨,ダート : 良,13:25,2019年3月23日,3回中山1日目,16,5,10,3,6,8,15,"1,230",230,280,160,"4,120","4,660","1,330",660,770,"11,040","5,060","45,670"
201906030108,8 R,ペガサスジャンプS ,障芝 外3350m,天候 : 小雨,芝 : 稍重,14:01,2019年3月23日,3回中山1日目,11,3,3,6,7,2,2,310,140,150,210,670,820,330,450,660,"1,340","1,790","7,130"
201906030109,9 R,ミモザ賞 ,芝右2000m,天候 : 曇,芝 : 稍重,14:35,2019年3月23日,3回中山1日目,9,7,7,2,2,1,1,630,170,130,350,660,610,260,"1,420",810,"1,610","3,500","15,780"
201906030110,10 R,春風ステークス ,ダ右1200m,天候 : 曇,ダート : 稍重,15:10,2019年3月23日,3回中山1日目,15,7,13,3,4,6,11,"2,540",820,560,410,810,"13,440","3,440","3,110","2,320","24,350","46,680","292,960"
201906030111,11 R,第67回日経賞(G2),芝右2500m,天候 : 曇,芝 : 稍重,15:45,2019年3月23日,3回中山1日目,12,1,1,6,7,4,4,490,160,110,180,610,610,300,540,370,"1,330","1,390","6,940"
201906030112,12 R,4歳以上1000万下,ダ右2400m,天候 : 曇,ダート : 稍重,16:25,2019年3月23日,3回中山1日目,10,6,6,8,10,3,3,620,190,300,130,"3,000","3,220","1,000",370,740,"5,900","3,490","24,120"
201907020501,1 R,3歳未勝利,ダ左1400m,天候 : 曇,ダート : 良,09:50,2019年3月23日,2回中京5日目,16,7,13,2,3,4,7,460,160,190,130,"2,030","2,040",660,380,490,"3,720","2,040","13,250"
201907020502,2 R,3歳未勝利,ダ左1900m,天候 : 曇,ダート : 良,10:15,2019年3月23日,2回中京5日目,16,5,10,4,7,7,13,950,360,520,150,"3,060","9,230","3,060",930,"1,160","17,700","12,440","98,700"
201907020503,3 R,3歳未勝利,ダ左1200m,天候 : 曇,ダート : 良,10:45,2019年3月23日,2回中京5日目,16,1,2,1,1,2,4,650,260,"1,020",540,"9,230","10,150","3,490","2,250","6,620","18,860","42,100","174,920"
201907020504,4 R,3歳未勝利,芝左2000m,天候 : 曇,芝 : 良,11:15,2019年3月23日,2回中京5日目,18,8,17,3,6,6,11,640,190,"1,530",120,"7,710","32,020","9,290",400,"3,890","49,390","19,610","173,950"
201907020505,5 R,3歳未勝利,芝左1200m,天候 : 曇,芝 : 良,12:05,2019年3月23日,2回中京5日目,18,8,18,2,4,1,1,"1,050",340,180,580,"1,380","1,680",690,"3,580","1,770","4,130","16,630","95,870"
201907020506,6 R,3歳未勝利,芝左1600m,天候 : 曇,芝 : 良,12:35,2019年3月23日,2回中京5日目,16,3,5,8,15,8,16,560,140,180,120,420,"2,350",500,280,370,"3,860","1,590","12,930"
201907020507,7 R,4歳以上500万下,ダ左1400m,天候 : 曇,ダート : 良,13:05,2019年3月23日,2回中京5日目,16,4,8,3,5,8,15,"1,400",300,230,160,"2,160","3,720","1,020",550,490,"7,930","3,550","26,460"
201907020508,8 R,4歳以上500万下,芝左2200m,天候 : 晴,芝 : 良,13:40,2019年3月23日,2回中京5日目,8,6,6,3,3,2,2,"3,600",670,140,150,"6,750",0,"1,670","2,270",280,"22,450","6,550","82,120"
201907020509,9 R,4歳以上500万下,ダ左1800m,天候 : 晴,ダート : 良,14:15,2019年3月23日,2回中京5日目,14,3,4,2,2,7,12,220,140,250,270,980,"1,210",470,660,"1,510","1,660","4,330","14,400"
201907020510,10 R,刈谷特別 ,芝左1600m,天候 : 晴,芝 : 良,14:50,2019年3月23日,2回中京5日目,16,2,4,3,6,1,1,230,140,250,"1,290",760,"1,190",570,"2,690","5,580","1,830","16,520","56,680"
201907020511,11 R,名古屋城ステークス ,ダ左1800m,天候 : 晴,ダート : 良,15:25,2019年3月23日,2回中京5日目,16,1,2,3,6,8,15,"1,110",360,210,290,"1,310","3,010","1,130","2,510","1,080","6,270","12,350","72,010"
201907020512,12 R,熊野特別 ,芝左2200m,天候 : 晴,芝 : 良,16:01,2019年3月23日,2回中京5日目,12,2,2,8,12,6,7,610,220,930,390,"2,100","9,300","3,260","1,600","5,090","15,360","39,380","217,970"
201909020101,1 R,3歳未勝利,ダ右1800m,天候 : 曇,ダート : 稍重,09:55,2019年3月23日,2回阪神1日目,13,3,3,7,11,8,13,570,210,370,190,"5,560","5,940","1,490",520,"1,200","10,400","9,830","52,980"
201909020102,2 R,3歳未勝利,ダ右1400m,天候 : 曇,ダート : 稍重,10:25,2019年3月23日,2回阪神1日目,16,1,2,2,3,4,7,660,210,610,350,670,"5,790","1,510","1,070","3,220","10,970","15,860","106,340"
201909020103,3 R,3歳未勝利,ダ右1200m,天候 : 晴,ダート : 稍重,10:55,2019年3月23日,2回阪神1日目,16,3,6,3,5,8,16,250,120,130,200,350,400,190,390,430,780,990,"4,920"
201909020104,4 R,3歳未勝利,芝右1400m,天候 : 晴,芝 : 良,11:25,2019年3月23日,2回阪神1日目,17,3,6,4,8,6,11,470,220,420,170,"2,100","7,580","2,050",640,"1,260","10,820","10,360","64,270"
201909020105,5 R,3歳未勝利,ダ右1800m,天候 : 晴,ダート : 良,12:15,2019年3月23日,2回阪神1日目,12,6,7,8,12,5,5,330,240,300,610,850,940,430,670,760,"1,750","3,100","13,240"
201909020106,6 R,3歳500万下,芝右1400m,天候 : 曇,芝 : 良,12:45,2019年3月23日,2回阪神1日目,12,4,4,6,8,7,9,470,130,140,170,910,"1,030",350,590,420,"1,890","1,780","8,760"
201909020107,7 R,4歳以上500万下,ダ右1400m,天候 : 曇,ダート : 良,13:15,2019年3月23日,2回阪神1日目,15,7,13,4,6,5,9,530,200,"1,870",410,"13,130","27,600","6,030","1,130","13,370","47,750","89,830","418,530"
201909020108,8 R,4歳以上500万下,ダ右1800m,天候 : 曇,ダート : 良,13:50,2019年3月23日,2回阪神1日目,12,5,5,8,12,2,2,490,160,130,680,420,700,300,"2,250","1,280","1,850","6,590","35,330"
201909020109,9 R,君子蘭賞 ,芝右 外1800m,天候 : 曇,芝 : 良,14:25,2019年3月23日,2回阪神1日目,11,6,7,6,6,2,2,490,180,810,220,"11,300","8,700","2,130",540,"3,060","16,090","14,260","76,280"
201909020110,10 R,天神橋特別 ,芝右 外1600m,天候 : 晴,芝 : 良,15:01,2019年3月23日,2回阪神1日目,12,5,5,2,2,6,8,270,120,120,140,320,350,170,280,240,630,550,"1,970"
201909020111,11 R,第66回毎日杯(G3),芝右 外1800m,天候 : 曇,芝 : 良,15:35,2019年3月23日,2回阪神1日目,13,1,1,2,2,8,13,510,150,160,130,"1,420","1,230",440,340,400,"2,330","1,430","8,510"
